№,Символ,Кільк.,Імовірність,%
163,ИХА,1,0.00215,0.21505
164,ЙВІ,1,0.00215,0.21505
165,ЙВС,1,0.00215,0.21505
166,ЙДУ,1,0.00215,0.21505
167,ЙЕД,1,0.00215,0.21505
168,ЙРІ,1,0.00215,0.21505
169,ЙТИ,1,0.00215,0.21505
170,ЙХВ,1,0.00215,0.21505
171,ЙЧЕ,1,0.00215,0.21505
172,ЙЧИ,1,0.00215,0.21505
173,КІЙ,1,0.00215,0.21505
174,КИЙ,1,0.00215,0.21505
175,ККР,1,0.00215,0.21505
176,КОЛ,2,0.0043,0.43011
177,КРО,1,0.00215,0.21505
178,КУВ,1,0.00215,0.21505
179,ЛІЇ,1,0.00215,0.21505
180,ЛІК,1,0.00215,0.21505
181,ЛІТ,1,0.00215,0.21505
182,ЛАВ,1,0.00215,0.21505
183,ЛЕВ,1,0.00215,0.21505
184,ЛЕЙ,1,0.00215,0.21505
185,ЛИВ,2,0.0043,0.43011
186,ЛОТ,1,0.00215,0.21505
187,ЛУП,1,0.00215,0.21505
188,ЛЮБ,1,0.00215,0.21505
189,МАШ,1,0.00215,0.21505
190,МВІ,1,0.00215,0.21505
191,МДН,1,0.00215,0.21505
192,МЕН,1,0.00215,0.21505
193,МЗА,1,0.00215,0.21505
194,ММА,1,0.00215,0.21505
195,МПА,1,0.00215,0.21505
196,МСЛ,1,0.00215,0.21505
197,МСО,1,0.00215,0.21505
198,НІЗ,2,0.0043,0.43011
199,НІК,1,0.00215,0.21505
200,НІП,1,0.00215,0.21505
201,НАД,3,0.00645,0.64516
202,НАЙ,1,0.00215,0.21505
203,НАС,1,0.00215,0.21505
204,НАЦ,1,0.00215,0.21505
205,НЕЗ,1,0.00215,0.21505
206,НЕМ,2,0.0043,0.43011
207,НЕС,3,0.00645,0.64516
208,НИЄ,1,0.00215,0.21505
209,НИЙ,1,0.00215,0.21505
210,НИС,2,0.0043,0.43011
211,НОВ,1,0.00215,0.21505
212,НЦЕ,6,0.0129,1.29032
213,НЦЯ,1,0.00215,0.21505
214,НЩЕ,1,0.00215,0.21505
215,НЬГ,1,0.00215,0.21505
216,НЯЖ,1,0.00215,0.21505
217,ОЇТ,1,0.00215,0.21505
218,ОБІ,1,0.00215,0.21505
219,ОБЗ,1,0.00215,0.21505
220,ОБИ,1,0.00215,0.21505
221,ОВІ,1,0.00215,0.21505
222,ОВС,1,0.00215,0.21505
223,ОВУ,1,0.00215,0.21505
224,ОГН,1,0.00215,0.21505
225,ОГО,2,0.0043,0.43011
226,ОДИ,1,0.00215,0.21505
227,ОДН,1,0.00215,0.21505
228,ОДЯ,2,0.0043,0.43011
229,ОКІ,1,0.00215,0.21505
230,ОЛИ,2,0.0043,0.43011
231,ОЛО,1,0.00215,0.21505
232,ОМЕ,1,0.00215,0.21505
233,ОНЕ,3,0.00645,0.64516
234,ОНЦ,7,0.01505,1.50538
235,ОНЬ,1,0.00215,0.21505
236,ОРА,1,0.00215,0.21505
237,ОРИ,1,0.00215,0.21505
238,ОРУ,1,0.00215,0.21505
239,ОСО,1,0.00215,0.21505
240,ОСЬ,1,0.00215,0.21505
241,ОТО,1,0.00215,0.21505
242,ОХЦ,1,0.00215,0.21505
243,ПАР,1,0.00215,0.21505
244,ПЕР,2,0.0043,0.43011
245,ПИН,1,0.00215,0.21505
246,ПЛЕ,1,0.00215,0.21505
247,ПОК,1,0.00215,0.21505
248,ПРИ,1,0.00215,0.21505
249,ПРО,1,0.00215,0.21505
250,ПТА,1,0.00215,0.21505
251,ПТИ,1,0.00215,0.21505
252,РІЗ,1,0.00215,0.21505
253,РАЄ,3,0.00645,0.64516
254,РАХ,1,0.00215,0.21505
255,РВІ,1,0.00215,0.21505
256,РВА,1,0.00215,0.21505
257,РВЕ,1,0.00215,0.21505
258,РВЖ,1,0.00215,0.21505
259,РВО,3,0.00645,0.64516
260,РЕП,1,0.00215,0.21505
261,РИН,1,0.00215,0.21505
262,РИР,1,0.00215,0.21505
263,РИТ,2,0.0043,0.43011
264,РИФ,1,0.00215,0.21505
265,РЛЮ,1,0.00215,0.21505
266,РНО,1,0.00215,0.21505
267,РОБ,1,0.00215,0.21505
268,РОВ,1,0.00215,0.21505
269,РОД,1,0.00215,0.21505
270,РОМ,1,0.00215,0.21505
271,РРВ,1,0.00215,0.21505
272,РТВ,2,0.0043,0.43011
273,РУС,1,0.00215,0.21505
274,СВІ,1,0.00215,0.21505
275,СВО,1,0.00215,0.21505
276,СЕЖ,1,0.00215,0.21505
277,СИЛ,1,0.00215,0.21505
278,СЛА,1,0.00215,0.21505
279,СОБ,1,0.00215,0.21505
280,СОН,7,0.01505,1.50538
281,СПИ,1,0.00215,0.21505
282,СПО,1,0.00215,0.21505
283,СТЕ,1,0.00215,0.21505
284,СТИ,1,0.00215,0.21505
285,СТР,1,0.00215,0.21505
286,СУХ,1,0.00215,0.21505
287,СХО,1,0.00215,0.21505
288,СЦЕ,1,0.00215,0.21505
289,СЩО,1,0.00215,0.21505
290,СЬТ,2,0.0043,0.43011
291,СЬУ,1,0.00215,0.21505
292,СЯЗ,1,0.00215,0.21505
293,СЯЦ,1,0.00215,0.21505
294,ТІН,1,0.00215,0.21505
295,ТАБ,1,0.00215,0.21505
296,ТАВ,1,0.00215,0.21505
297,ТАГ,1,0.00215,0.21505
298,ТАД,1,0.00215,0.21505
299,ТАЗ,1,0.00215,0.21505
300,ТАМ,1,0.00215,0.21505
301,ТАХ,1,0.00215,0.21505
302,ТВА,2,0.0043,0.43011
303,ТЕП,3,0.00645,0.64516
304,ТЕР,3,0.00645,0.64516
305,ТЕТ,1,0.00215,0.21505
306,ТИЛ,1,0.00215,0.21505
307,ТИН,2,0.0043,0.43011
308,ТИС,2,0.0043,0.43011
309,ТИТ,1,0.00215,0.21505
310,ТИХ,1,0.00215,0.21505
311,ТОГ,1,0.00215,0.21505
312,ТРЕ,1,0.00215,0.21505
313,ТЬВ,1,0.00215,0.21505
314,ТЬТ,2,0.0043,0.43011
315,ТЬЩ,1,0.00215,0.21505
316,ТЬЯ,1,0.00215,0.21505
317,УВА,2,0.0043,0.43011
318,УГО,1,0.00215,0.21505
319,УНА,1,0.00215,0.21505
320,УПТ,1,0.00215,0.21505
321,УСУ,1,0.00215,0.21505
322,УТЬ,1,0.00215,0.21505
323,УХИ,1,0.00215,0.21505
324,ФВС,1,0.00215,0.21505
325,ХАЛ,1,0.00215,0.21505
326,ХАМ,1,0.00215,0.21505
327,ХВІ,1,0.00215,0.21505
328,ХДА,1,0.00215,0.21505
329,ХИЙ,1,0.00215,0.21505
330,ХОД,3,0.00645,0.64516
331,ХЦЕ,1,0.00215,0.21505
332,ЦЕГ,1,0.00215,0.21505
333,ЦЕЗ,1,0.00215,0.21505
334,ЦЕН,4,0.0086,0.86022
335,ЦЕП,1,0.00215,0.21505
336,ЦЕЧ,2,0.0043,0.43011
337,ЦЯЗ,1,0.00215,0.21505
338,ЦЯС,1,0.00215,0.21505
339,ЧЕР,3,0.00645,0.64516
340,ЧЕЩ,1,0.00215,0.21505
341,ЧИС,1,0.00215,0.21505
342,ШИН,1,0.00215,0.21505
343,ЩЕЙ,1,0.00215,0.21505
344,ЩОБ,1,0.00215,0.21505
345,ЩОГ,1,0.00215,0.21505
346,ЩОС,1,0.00215,0.21505
347,ЬВС,1,0.00215,0.21505
348,ЬГО,1,0.00215,0.21505
349,ЬКИ,1,0.00215,0.21505
350,ЬТА,2,0.0043,0.43011
351,ЬТЕ,1,0.00215,0.21505
352,ЬТИ,1,0.00215,0.21505
353,ЬУГ,1,0.00215,0.21505
354,ЬЩО,1,0.00215,0.21505
355,ЬЯК,1,0.00215,0.21505
356,ЮБО,1,0.00215,0.21505
357,ЯЖЕ,1,0.00215,0.21505
358,ЯЗІ,1,0.00215,0.21505
359,ЯЗА,1,0.00215,0.21505
360,ЯКК,1,0.00215,0.21505
361,ЯСЦ,1,0.00215,0.21505
362,ЯТЬ,2,0.0043,0.43011
363,ЯЦЯ,1,0.00215,0.21505
