№,Символ,Кільк.,Імовірність,%
46,ІІН,2,0.00017,0.01733
47,ІЇБ,1,9.0e-05,0.00866
48,ІЇВ,1,9.0e-05,0.00866
49,ІЇК,1,9.0e-05,0.00866
50,ІЇП,1,9.0e-05,0.00866
51,ІЇЦ,1,9.0e-05,0.00866
52,ІАЛ,1,9.0e-05,0.00866
53,ІБА,2,0.00017,0.01733
54,ІБЕ,1,9.0e-05,0.00866
55,ІБИ,1,9.0e-05,0.00866
56,ІБЛ,3,0.00026,0.02599
57,ІБУ,1,9.0e-05,0.00866
58,ІВІ,5,0.00043,0.04331
59,ІВБ,1,9.0e-05,0.00866
60,ІВВ,2,0.00017,0.01733
61,ІВД,3,0.00026,0.02599
62,ІВЗ,2,0.00017,0.01733
63,ІВИ,7,0.00061,0.06064
64,ІВК,2,0.00017,0.01733
65,ІВЛ,1,9.0e-05,0.00866
66,ІВМ,2,0.00017,0.01733
67,ІВН,18,0.00156,0.15593
68,ІВП,7,0.00061,0.06064
69,ІВУ,5,0.00043,0.04331
70,ІВЦ,1,9.0e-05,0.00866
71,ІВЩ,1,9.0e-05,0.00866
72,ІВЯ,1,9.0e-05,0.00866
73,ІГО,1,9.0e-05,0.00866
74,ІГУ,2,0.00017,0.01733
75,ІДІ,1,9.0e-05,0.00866
76,ІДБ,2,0.00017,0.01733
77,ІДВ,1,9.0e-05,0.00866
78,ІДД,49,0.00424,0.42446
79,ІДЕ,7,0.00061,0.06064
80,ІДИ,2,0.00017,0.01733
81,ІДК,21,0.00182,0.18191
82,ІДЛ,1,9.0e-05,0.00866
83,ІДМ,2,0.00017,0.01733
84,ІДН,17,0.00147,0.14726
85,ІДО,29,0.00251,0.25121
86,ІДП,11,0.00095,0.09529
87,ІДР,3,0.00026,0.02599
88,ІДС,3,0.00026,0.02599
89,ІДТ,2,0.00017,0.01733
90,ІДУ,2,0.00017,0.01733
91,ІДХ,1,9.0e-05,0.00866
92,ІДЧ,1,9.0e-05,0.00866
93,ІДЬ,1,9.0e-05,0.00866
94,ІЖР,1,9.0e-05,0.00866
95,ІЗА,7,0.00061,0.06064
96,ІЗБ,1,9.0e-05,0.00866
97,ІЗВ,2,0.00017,0.01733
98,ІЗД,1,9.0e-05,0.00866
99,ІЗЗ,1,9.0e-05,0.00866
100,ІЗИ,1,9.0e-05,0.00866
101,ІЗМ,2,0.00017,0.01733
102,ІЗН,5,0.00043,0.04331
103,ІЗП,2,0.00017,0.01733
104,ІЗС,2,0.00017,0.01733
105,ІЗУ,3,0.00026,0.02599
106,ІЗЦ,1,9.0e-05,0.00866
107,ІЗШ,1,9.0e-05,0.00866
108,ІЙА,1,9.0e-05,0.00866
109,ІЙБ,1,9.0e-05,0.00866
110,ІЙД,4,0.00035,0.03465
111,ІЙК,2,0.00017,0.01733
112,ІЙМ,1,9.0e-05,0.00866
113,ІЙН,10,0.00087,0.08663
114,ІЙО,2,0.00017,0.01733
115,ІЙС,5,0.00043,0.04331
116,ІЙТ,2,0.00017,0.01733
117,ІЙЦ,1,9.0e-05,0.00866
118,ІКА,8,0.00069,0.0693
119,ІКВ,1,9.0e-05,0.00866
120,ІКО,8,0.00069,0.0693
121,ІКП,2,0.00017,0.01733
122,ІКС,2,0.00017,0.01733
123,ІКУ,4,0.00035,0.03465
124,ІЛА,1,9.0e-05,0.00866
125,ІЛЕ,3,0.00026,0.02599
126,ІЛИ,2,0.00017,0.01733
127,ІЛК,1,9.0e-05,0.00866
128,ІЛН,1,9.0e-05,0.00866
129,ІЛЬ,15,0.0013,0.12994
130,ІЛЯ,2,0.00017,0.01733
131,ІМІ,4,0.00035,0.03465
132,ІМА,2,0.00017,0.01733
133,ІМБ,1,9.0e-05,0.00866
134,ІМВ,2,0.00017,0.01733
135,ІМЕ,4,0.00035,0.03465
136,ІМЗ,1,9.0e-05,0.00866
137,ІМИ,2,0.00017,0.01733
138,ІМК,2,0.00017,0.01733
139,ІМО,4,0.00035,0.03465
140,ІМТ,4,0.00035,0.03465
141,ІМЯ,1,9.0e-05,0.00866
142,ІНІ,8,0.00069,0.0693
143,ІНА,18,0.00156,0.15593
144,ІНБ,1,9.0e-05,0.00866
145,ІНВ,4,0.00035,0.03465
146,ІНГ,1,9.0e-05,0.00866
147,ІНЕ,4,0.00035,0.03465
148,ІНЗ,1,9.0e-05,0.00866
149,ІНК,11,0.00095,0.09529
150,ІНН,1,9.0e-05,0.00866
151,ІНП,2,0.00017,0.01733
152,ІНС,9,0.00078,0.07796
153,ІНТ,4,0.00035,0.03465
154,ІНФ,1,9.0e-05,0.00866
155,ІНЦ,1,9.0e-05,0.00866
156,ІНЧ,1,9.0e-05,0.00866
157,ІНШ,7,0.00061,0.06064
158,ІОД,1,9.0e-05,0.00866
159,ІОП,1,9.0e-05,0.00866
160,ІОТ,1,9.0e-05,0.00866
161,ІПІ,4,0.00035,0.03465
162,ІПЕ,3,0.00026,0.02599
163,ІПО,10,0.00087,0.08663
164,ІПР,4,0.00035,0.03465
165,ІПЯ,1,9.0e-05,0.00866
166,ІРІ,1,9.0e-05,0.00866
167,ІРИ,2,0.00017,0.01733
168,ІРК,13,0.00113,0.11261
169,ІРН,6,0.00052,0.05198
170,ІРО,1,9.0e-05,0.00866
171,ІРУ,1,9.0e-05,0.00866
172,ІСІ,1,9.0e-05,0.00866
173,ІСА,2,0.00017,0.01733
174,ІСК,1,9.0e-05,0.00866
175,ІСЛ,12,0.00104,0.10395
176,ІСО,1,9.0e-05,0.00866
177,ІСП,1,9.0e-05,0.00866
178,ІСТ,18,0.00156,0.15593
179,ІСЦ,1,9.0e-05,0.00866
180,ІТІ,2,0.00017,0.01733
181,ІТА,4,0.00035,0.03465
182,ІТБ,1,9.0e-05,0.00866
183,ІТК,2,0.00017,0.01733
184,ІТН,6,0.00052,0.05198
185,ІТО,7,0.00061,0.06064
186,ІТУ,2,0.00017,0.01733
187,ІТЬ,3,0.00026,0.02599
188,ІУЗ,1,9.0e-05,0.00866
189,ІФА,1,9.0e-05,0.00866
190,ІФО,1,9.0e-05,0.00866
191,ІХВ,1,9.0e-05,0.00866
192,ІХК,1,9.0e-05,0.00866
193,ІХО,1,9.0e-05,0.00866
194,ІЦІ,3,0.00026,0.02599
195,ІЦЕ,3,0.00026,0.02599
196,ІЦЯ,1,9.0e-05,0.00866
197,ІЧЕ,1,9.0e-05,0.00866
198,ІЧН,12,0.00104,0.10395
199,ІШІ,1,9.0e-05,0.00866
200,ІШЕ,2,0.00017,0.01733
201,ІШЛ,1,9.0e-05,0.00866
202,ІШН,1,9.0e-05,0.00866
203,ІЮЧ,1,9.0e-05,0.00866
204,ІЮШ,1,9.0e-05,0.00866
205,ІЯВ,1,9.0e-05,0.00866
206,ІЯЗ,1,9.0e-05,0.00866
207,ІЯК,3,0.00026,0.02599
208,ІЯП,2,0.00017,0.01733
209,ІЯС,1,9.0e-05,0.00866
210,ІЯХ,2,0.00017,0.01733
211,ЇАБ,1,9.0e-05,0.00866
212,ЇБУ,1,9.0e-05,0.00866
213,ЇВИ,1,9.0e-05,0.00866
214,ЇЗА,2,0.00017,0.01733
215,ЇЗД,1,9.0e-05,0.00866
216,ЇКА,1,9.0e-05,0.00866
217,ЇКО,1,9.0e-05,0.00866
218,ЇМА,1,9.0e-05,0.00866
219,ЇМТ,1,9.0e-05,0.00866
220,ЇПІ,1,9.0e-05,0.00866
221,ЇПЕ,1,9.0e-05,0.00866
222,ЇПР,1,9.0e-05,0.00866
223,ЇРО,4,0.00035,0.03465
224,ЇСТ,2,0.00017,0.01733
225,ЇТО,1,9.0e-05,0.00866
226,ЇЦЕ,1,9.0e-05,0.00866
227,ЇЧА,1,9.0e-05,0.00866
228,АЄІ,2,0.00017,0.01733
229,АЄБ,1,9.0e-05,0.00866
230,АЄВ,5,0.00043,0.04331
231,АЄД,2,0.00017,0.01733
232,АЄЗ,1,9.0e-05,0.00866
233,АЄК,4,0.00035,0.03465
234,АЄМ,4,0.00035,0.03465
235,АЄН,3,0.00026,0.02599
236,АЄП,2,0.00017,0.01733
237,АЄР,1,9.0e-05,0.00866
238,АЄС,1,9.0e-05,0.00866
239,АЄТ,12,0.00104,0.10395
240,АЄУ,1,9.0e-05,0.00866
241,АІМ,1,9.0e-05,0.00866
242,АІН,10,0.00087,0.08663
243,ААБ,2,0.00017,0.01733
244,АБІ,5,0.00043,0.04331
245,АБЕ,3,0.00026,0.02599
246,АБЛ,5,0.00043,0.04331
247,АБО,21,0.00182,0.18191
248,АБР,3,0.00026,0.02599
249,АБУ,4,0.00035,0.03465
250,АВІ,14,0.00121,0.12128
251,АВА,8,0.00069,0.0693
252,АВБ,1,9.0e-05,0.00866
253,АВВ,2,0.00017,0.01733
254,АВД,19,0.00165,0.16459
255,АВЕ,5,0.00043,0.04331
256,АВЖ,2,0.00017,0.01733
257,АВИ,6,0.00052,0.05198
258,АВК,1,9.0e-05,0.00866
259,АВЛ,4,0.00035,0.03465
260,АВТ,2,0.00017,0.01733
261,АВХ,1,9.0e-05,0.00866
262,АВЦ,1,9.0e-05,0.00866
263,АГА,1,9.0e-05,0.00866
264,АГР,2,0.00017,0.01733
265,АГУ,1,9.0e-05,0.00866
266,АДІ,7,0.00061,0.06064
267,АДА,5,0.00043,0.04331
268,АДЕ,1,9.0e-05,0.00866
269,АДК,3,0.00026,0.02599
270,АДЛ,3,0.00026,0.02599
271,АДМ,1,9.0e-05,0.00866
272,АДН,2,0.00017,0.01733
273,АДО,2,0.00017,0.01733
274,АДР,1,9.0e-05,0.00866
275,АДС,6,0.00052,0.05198
276,АДУ,2,0.00017,0.01733
277,АДХ,1,9.0e-05,0.00866
278,АЖА,3,0.00026,0.02599
279,АЖЕ,1,9.0e-05,0.00866
280,АЖТ,2,0.00017,0.01733
281,АЖУ,1,9.0e-05,0.00866
282,АЗІ,1,9.0e-05,0.00866
283,АЗА,3,0.00026,0.02599
284,АЗВ,8,0.00069,0.0693
285,АЗД,1,9.0e-05,0.00866
286,АЗЕ,1,9.0e-05,0.00866
287,АЗИ,2,0.00017,0.01733
288,АЗМ,1,9.0e-05,0.00866
289,АЗН,1,9.0e-05,0.00866
290,АЗО,1,9.0e-05,0.00866
291,АЗУ,2,0.00017,0.01733
292,АЙЄ,1,9.0e-05,0.00866
293,АЙБ,1,9.0e-05,0.00866
294,АЙВ,1,9.0e-05,0.00866
295,АЙД,1,9.0e-05,0.00866
296,АЙЛ,3,0.00026,0.02599
297,АЙМ,4,0.00035,0.03465
298,АЙН,2,0.00017,0.01733
299,АЙТ,49,0.00424,0.42446
300,АКІ,5,0.00043,0.04331
301,АКА,5,0.00043,0.04331
302,АКБ,1,9.0e-05,0.00866
303,АКЕ,5,0.00043,0.04331
304,АКИ,4,0.00035,0.03465
305,АКЛ,1,9.0e-05,0.00866
306,АКМ,1,9.0e-05,0.00866
307,АКН,2,0.00017,0.01733
308,АКО,13,0.00113,0.11261
309,АКР,15,0.0013,0.12994
310,АКС,1,9.0e-05,0.00866
311,АКТ,4,0.00035,0.03465
312,АКФ,1,9.0e-05,0.00866
313,АЛІ,11,0.00095,0.09529
314,АЛА,1,9.0e-05,0.00866
315,АЛБ,2,0.00017,0.01733
316,АЛВ,6,0.00052,0.05198
317,АЛД,2,0.00017,0.01733
318,АЛЕ,50,0.00433,0.43313
319,АЛЗ,3,0.00026,0.02599
320,АЛИ,6,0.00052,0.05198
321,АЛК,2,0.00017,0.01733
322,АЛМ,1,9.0e-05,0.00866
323,АЛН,2,0.00017,0.01733
324,АЛО,7,0.00061,0.06064
325,АЛП,4,0.00035,0.03465
326,АЛР,1,9.0e-05,0.00866
327,АЛУ,12,0.00104,0.10395
328,АЛЩ,1,9.0e-05,0.00866
329,АЛЬ,11,0.00095,0.09529
330,АЛЮ,2,0.00017,0.01733
331,АМІ,1,9.0e-05,0.00866
332,АМА,4,0.00035,0.03465
333,АМЕ,3,0.00026,0.02599
334,АМИ,3,0.00026,0.02599
335,АМК,1,9.0e-05,0.00866
336,АМН,3,0.00026,0.02599
337,АМО,3,0.00026,0.02599
338,АНІ,7,0.00061,0.06064
339,АНА,47,0.00407,0.40714
340,АНД,10,0.00087,0.08663
341,АНЕ,5,0.00043,0.04331
342,АНИ,13,0.00113,0.11261
343,АНН,48,0.00416,0.4158
344,АНО,7,0.00061,0.06064
345,АНС,7,0.00061,0.06064
346,АНТ,1,9.0e-05,0.00866
347,АНУ,2,0.00017,0.01733
348,АНЦ,3,0.00026,0.02599
349,АНЧ,1,9.0e-05,0.00866
350,АНЬ,7,0.00061,0.06064
351,АОД,4,0.00035,0.03465
352,АОЗ,1,9.0e-05,0.00866
353,АОП,1,9.0e-05,0.00866
354,АПІ,3,0.00026,0.02599
355,АПА,1,9.0e-05,0.00866
356,АПЕ,10,0.00087,0.08663
357,АПИ,14,0.00121,0.12128
358,АПО,9,0.00078,0.07796
359,АПР,22,0.00191,0.19058
360,АПУ,3,0.00026,0.02599
361,АРІ,1,9.0e-05,0.00866
362,АРА,3,0.00026,0.02599
363,АРБ,1,9.0e-05,0.00866
364,АРГ,1,9.0e-05,0.00866
365,АРД,1,9.0e-05,0.00866
366,АРЕ,2,0.00017,0.01733
367,АРО,3,0.00026,0.02599
368,АРС,1,9.0e-05,0.00866
369,АРТ,11,0.00095,0.09529
370,АРХ,1,9.0e-05,0.00866
371,АРЯ,1,9.0e-05,0.00866
372,АР№,1,9.0e-05,0.00866
373,АСА,1,9.0e-05,0.00866
374,АСИ,2,0.00017,0.01733
375,АСЛ,2,0.00017,0.01733
376,АСН,3,0.00026,0.02599
377,АСП,2,0.00017,0.01733
378,АСТ,9,0.00078,0.07796
379,АСУ,1,9.0e-05,0.00866
380,АТІ,3,0.00026,0.02599
381,АТА,7,0.00061,0.06064
382,АТБ,2,0.00017,0.01733
383,АТЕ,1,9.0e-05,0.00866
384,АТЗ,1,9.0e-05,0.00866
385,АТИ,42,0.00364,0.36383
386,АТК,9,0.00078,0.07796
387,АТН,3,0.00026,0.02599
388,АТО,35,0.00303,0.30319
389,АТР,1,9.0e-05,0.00866
390,АУВ,2,0.00017,0.01733
391,АУК,1,9.0e-05,0.00866
392,АУС,1,9.0e-05,0.00866
393,АХІ,2,0.00017,0.01733
394,АХК,1,9.0e-05,0.00866
395,АХО,1,9.0e-05,0.00866
396,АХП,2,0.00017,0.01733
397,АХЯ,1,9.0e-05,0.00866
398,АЦІ,12,0.00104,0.10395
399,АЦЕ,4,0.00035,0.03465
400,АЦИ,1,9.0e-05,0.00866
401,АЦЬ,2,0.00017,0.01733
402,АЦЮ,2,0.00017,0.01733
403,АЧІ,7,0.00061,0.06064
404,АЧА,20,0.00173,0.17325
405,АЧВ,3,0.00026,0.02599
406,АЧЕ,13,0.00113,0.11261
407,АЧЗ,1,9.0e-05,0.00866
408,АЧК,1,9.0e-05,0.00866
409,АЧЛ,1,9.0e-05,0.00866
410,АЧМ,3,0.00026,0.02599
411,АЧН,4,0.00035,0.03465
412,АЧП,3,0.00026,0.02599
413,АЧР,1,9.0e-05,0.00866
414,АЧУ,5,0.00043,0.04331
415,АША,1,9.0e-05,0.00866
416,АШВ,1,9.0e-05,0.00866
417,АШИ,2,0.00017,0.01733
418,АШТ,1,9.0e-05,0.00866
419,АЩО,2,0.00017,0.01733
420,АЮТ,5,0.00043,0.04331
421,АЮЧ,2,0.00017,0.01733
422,АЯК,6,0.00052,0.05198
423,А№Н,1,9.0e-05,0.00866
424,БЄК,1,9.0e-05,0.00866
425,БІЛ,3,0.00026,0.02599
426,БІН,1,9.0e-05,0.00866
427,БІР,1,9.0e-05,0.00866
428,БІТ,15,0.0013,0.12994
429,БАГ,1,9.0e-05,0.00866
430,БАЖ,1,9.0e-05,0.00866
431,БАЙ,16,0.00139,0.1386
432,БАП,1,9.0e-05,0.00866
433,БАЧ,3,0.00026,0.02599
434,БВІ,1,9.0e-05,0.00866
435,БДО,1,9.0e-05,0.00866
436,БЕЗ,6,0.00052,0.05198
437,БЕН,1,9.0e-05,0.00866
438,БЗА,1,9.0e-05,0.00866
439,БИБ,1,9.0e-05,0.00866
440,БИВ,1,9.0e-05,0.00866
441,БИД,1,9.0e-05,0.00866
442,БИТ,3,0.00026,0.02599
443,БКУ,1,9.0e-05,0.00866
444,БЛІ,3,0.00026,0.02599
445,БЛА,2,0.00017,0.01733
446,БЛЕ,2,0.00017,0.01733
447,БЛО,29,0.00251,0.25121
448,БЛЬ,1,9.0e-05,0.00866
449,БЛЯ,2,0.00017,0.01733
450,БМА,1,9.0e-05,0.00866
451,БМЕ,1,9.0e-05,0.00866
452,БНИ,1,9.0e-05,0.00866
453,БОІ,1,9.0e-05,0.00866
454,БОЇ,2,0.00017,0.01733
455,БОВ,3,0.00026,0.02599
456,БОГ,1,9.0e-05,0.00866
457,БОЗ,1,9.0e-05,0.00866
458,БОК,6,0.00052,0.05198
459,БОН,2,0.00017,0.01733
460,БОО,1,9.0e-05,0.00866
461,БОП,4,0.00035,0.03465
462,БОР,4,0.00035,0.03465
463,БОС,1,9.0e-05,0.00866
464,БОТ,9,0.00078,0.07796
465,БОХ,2,0.00017,0.01733
466,БОЧ,1,9.0e-05,0.00866
467,БПР,1,9.0e-05,0.00866
468,БРА,1,9.0e-05,0.00866
469,БРЕ,11,0.00095,0.09529
470,БРО,5,0.00043,0.04331
471,БСМ,1,9.0e-05,0.00866
472,БТО,2,0.00017,0.01733
473,БУЄ,1,9.0e-05,0.00866
474,БУВ,1,9.0e-05,0.00866
475,БУД,17,0.00147,0.14726
476,БУЛ,4,0.00035,0.03465
477,БУН,2,0.00017,0.01733
478,БУТ,5,0.00043,0.04331
479,БУФ,2,0.00017,0.01733
480,ВІВ,1,9.0e-05,0.00866
481,ВІД,94,0.00814,0.81428
482,ВІЗ,2,0.00017,0.01733
483,ВІЙ,5,0.00043,0.04331
484,ВІЛ,3,0.00026,0.02599
485,ВІМ,2,0.00017,0.01733
486,ВІН,8,0.00069,0.0693
487,ВІП,1,9.0e-05,0.00866
488,ВІР,19,0.00165,0.16459
489,ВІС,4,0.00035,0.03465
490,ВІТ,1,9.0e-05,0.00866
491,ВАЄ,7,0.00061,0.06064
492,ВАВ,1,9.0e-05,0.00866
493,ВАГ,1,9.0e-05,0.00866
494,ВАЖ,3,0.00026,0.02599
495,ВАЗ,2,0.00017,0.01733
496,ВАК,1,9.0e-05,0.00866
497,ВАН,28,0.00243,0.24255
498,ВАП,3,0.00026,0.02599
499,ВАР,1,9.0e-05,0.00866
500,ВАТ,21,0.00182,0.18191
501,ВАЧ,26,0.00225,0.22523
502,ВАЮ,2,0.00017,0.01733
503,ВБА,1,9.0e-05,0.00866
504,ВБР,1,9.0e-05,0.00866
505,ВВІ,2,0.00017,0.01733
506,ВВА,1,9.0e-05,0.00866
507,ВВВ,1,9.0e-05,0.00866
508,ВВЕ,17,0.00147,0.14726
509,ВВО,2,0.00017,0.01733
510,ВДА,19,0.00165,0.16459
511,ВДЕ,1,9.0e-05,0.00866
512,ВДИ,1,9.0e-05,0.00866
513,ВДЛ,1,9.0e-05,0.00866
514,ВЕД,29,0.00251,0.25121
515,ВЕЗ,1,9.0e-05,0.00866
516,ВЕП,3,0.00026,0.02599
517,ВЕР,12,0.00104,0.10395
518,ВЕФ,1,9.0e-05,0.00866
519,ВЖД,2,0.00017,0.01733
520,ВЖИ,4,0.00035,0.03465
521,ВЗА,2,0.00017,0.01733
522,ВЗР,1,9.0e-05,0.00866
523,ВИБ,1,9.0e-05,0.00866
524,ВИВ,12,0.00104,0.10395
525,ВИД,10,0.00087,0.08663
526,ВИЗ,8,0.00069,0.0693
527,ВИЙ,11,0.00095,0.09529
528,ВИК,14,0.00121,0.12128
529,ВИЛ,1,9.0e-05,0.00866
530,ВИМ,3,0.00026,0.02599
531,ВИН,15,0.0013,0.12994
532,ВИП,3,0.00026,0.02599
533,ВИР,3,0.00026,0.02599
534,ВИТ,1,9.0e-05,0.00866
535,ВИХ,15,0.0013,0.12994
536,ВИЧ,3,0.00026,0.02599
537,ВИЩ,2,0.00017,0.01733
538,ВИЯ,2,0.00017,0.01733
539,ВКА,2,0.00017,0.01733
540,ВКЕ,1,9.0e-05,0.00866
541,ВКЛ,1,9.0e-05,0.00866
542,ВКО,1,9.0e-05,0.00866
543,ВЛА,2,0.00017,0.01733
544,ВЛЕ,2,0.00017,0.01733
545,ВЛО,1,9.0e-05,0.00866
546,ВЛЮ,1,9.0e-05,0.00866
547,ВЛЯ,4,0.00035,0.03465
548,ВМА,1,9.0e-05,0.00866
549,ВМЕ,1,9.0e-05,0.00866
550,ВМО,1,9.0e-05,0.00866
551,ВНІ,5,0.00043,0.04331
552,ВНА,7,0.00061,0.06064
553,ВНИ,6,0.00052,0.05198
554,ВНО,3,0.00026,0.02599
555,ВНУ,1,9.0e-05,0.00866
556,ВНЮ,2,0.00017,0.01733
557,ВНЯ,12,0.00104,0.10395
558,ВОЄ,1,9.0e-05,0.00866
559,ВОЇ,4,0.00035,0.03465
560,ВОБ,2,0.00017,0.01733
561,ВОГ,4,0.00035,0.03465
562,ВОД,3,0.00026,0.02599
563,ВОЗ,1,9.0e-05,0.00866
564,ВОЛ,8,0.00069,0.0693
565,ВОМ,1,9.0e-05,0.00866
566,ВОН,1,9.0e-05,0.00866
567,ВОП,1,9.0e-05,0.00866
568,ВОР,3,0.00026,0.02599
569,ВОЧ,1,9.0e-05,0.00866
570,ВОЮ,2,0.00017,0.01733
571,ВПІ,1,9.0e-05,0.00866
572,ВПЕ,3,0.00026,0.02599
573,ВПО,2,0.00017,0.01733
574,ВПР,1,9.0e-05,0.00866
575,ВРЕ,1,9.0e-05,0.00866
576,ВРИ,1,9.0e-05,0.00866
577,ВРО,5,0.00043,0.04331
578,ВСІ,2,0.00017,0.01733
579,ВСВ,1,9.0e-05,0.00866
580,ВСТ,5,0.00043,0.04331
581,ВСЬ,1,9.0e-05,0.00866
582,ВТЕ,1,9.0e-05,0.00866
583,ВТО,9,0.00078,0.07796
584,ВУЄ,6,0.00052,0.05198
585,ВУВ,5,0.00043,0.04331
586,ВУД,1,9.0e-05,0.00866
587,ВУЖ,1,9.0e-05,0.00866
588,ВУЗ,3,0.00026,0.02599
589,ВУЛ,1,9.0e-05,0.00866
590,ВУП,2,0.00017,0.01733
591,ВУТ,1,9.0e-05,0.00866
592,ВУЮ,2,0.00017,0.01733
593,ВХІ,9,0.00078,0.07796
594,ВХО,5,0.00043,0.04331
595,ВЦЕ,1,9.0e-05,0.00866
596,ВЦЬ,1,9.0e-05,0.00866
597,ВШИ,1,9.0e-05,0.00866
598,ВЩО,1,9.0e-05,0.00866
599,ВЯЗ,4,0.00035,0.03465
600,ВЯК,2,0.00017,0.01733
601,ГІН,1,9.0e-05,0.00866
602,ГАБ,1,9.0e-05,0.00866
603,ГАЙ,1,9.0e-05,0.00866
604,ГАК,1,9.0e-05,0.00866
605,ГАЛ,1,9.0e-05,0.00866
606,ГАТ,1,9.0e-05,0.00866
607,ГЕР,1,9.0e-05,0.00866
608,ГКО,1,9.0e-05,0.00866
609,ГЛИ,1,9.0e-05,0.00866
610,ГНІ,1,9.0e-05,0.00866
611,ГНА,3,0.00026,0.02599
612,ГОІ,1,9.0e-05,0.00866
613,ГОА,1,9.0e-05,0.00866
614,ГОБ,6,0.00052,0.05198
615,ГОВ,9,0.00078,0.07796
616,ГОД,3,0.00026,0.02599
617,ГОЗ,5,0.00043,0.04331
618,ГОК,4,0.00035,0.03465
619,ГОМ,3,0.00026,0.02599
620,ГОН,1,9.0e-05,0.00866
621,ГОО,4,0.00035,0.03465
622,ГОП,10,0.00087,0.08663
623,ГОР,11,0.00095,0.09529
624,ГОС,8,0.00069,0.0693
625,ГОТ,4,0.00035,0.03465
626,ГОШ,1,9.0e-05,0.00866
627,ГОЩ,1,9.0e-05,0.00866
628,ГОЯ,2,0.00017,0.01733
629,ГРА,3,0.00026,0.02599
630,ГРО,1,9.0e-05,0.00866
631,ГРУ,3,0.00026,0.02599
632,ГУІ,1,9.0e-05,0.00866
633,ГУР,2,0.00017,0.01733
634,ГУЩ,1,9.0e-05,0.00866
635,ДІЄ,1,9.0e-05,0.00866
636,ДІВ,1,9.0e-05,0.00866
637,ДІЗ,1,9.0e-05,0.00866
638,ДІЙ,5,0.00043,0.04331
639,ДІК,2,0.00017,0.01733
640,ДІЛ,9,0.00078,0.07796
641,ДІМ,1,9.0e-05,0.00866
642,ДІС,6,0.00052,0.05198
643,ДІФ,1,9.0e-05,0.00866
644,ДІШ,1,9.0e-05,0.00866
645,ДІЮ,1,9.0e-05,0.00866
646,ДІЯ,1,9.0e-05,0.00866
647,ДАЄ,6,0.00052,0.05198
648,ДАБ,2,0.00017,0.01733
649,ДАВ,6,0.00052,0.05198
650,ДАЙ,2,0.00017,0.01733
651,ДАЛ,49,0.00424,0.42446
652,ДАН,26,0.00225,0.22523
653,ДАР,3,0.00026,0.02599
654,ДАС,1,9.0e-05,0.00866
655,ДАТ,8,0.00069,0.0693
656,ДАЧ,9,0.00078,0.07796
657,ДБА,3,0.00026,0.02599
658,ДБУ,2,0.00017,0.01733
659,ДВІ,3,0.00026,0.02599
660,ДДА,48,0.00416,0.4158
661,ДДЛ,1,9.0e-05,0.00866
662,ДЕА,1,9.0e-05,0.00866
663,ДЕБ,1,9.0e-05,0.00866
664,ДЕВ,2,0.00017,0.01733
665,ДЕЗ,3,0.00026,0.02599
666,ДЕК,3,0.00026,0.02599
667,ДЕЛ,2,0.00017,0.01733
668,ДЕН,47,0.00407,0.40714
669,ДЕП,3,0.00026,0.02599
670,ДЕР,2,0.00017,0.01733
671,ДЕТ,2,0.00017,0.01733
672,ДЕЩ,1,9.0e-05,0.00866
673,ДЕЯ,1,9.0e-05,0.00866
