№,Символ,Кільк.,Імовірність,%
381,ІСР,1,2.0e-05,0.00199
382,ІСТ,77,0.00153,0.15292
383,ІСУ,3,6.0e-05,0.00596
384,ІСХ,2,4.0e-05,0.00397
385,ІСЦ,23,0.00046,0.04568
386,ІСШ,1,2.0e-05,0.00199
387,ІСЬ,2,4.0e-05,0.00397
388,ІСЯ,3,6.0e-05,0.00596
389,ІТІ,13,0.00026,0.02582
390,ІТА,27,0.00054,0.05362
391,ІТВ,3,6.0e-05,0.00596
392,ІТЕ,91,0.00181,0.18072
393,ІТЗ,2,4.0e-05,0.00397
394,ІТИ,17,0.00034,0.03376
395,ІТК,5,0.0001,0.00993
396,ІТЛ,4,8.0e-05,0.00794
397,ІТН,4,8.0e-05,0.00794
398,ІТО,17,0.00034,0.03376
399,ІТР,18,0.00036,0.03575
400,ІТС,2,4.0e-05,0.00397
401,ІТУ,6,0.00012,0.01192
402,ІТХ,2,4.0e-05,0.00397
403,ІТЬ,13,0.00026,0.02582
404,ІТЯ,1,2.0e-05,0.00199
405,ІУК,1,2.0e-05,0.00199
406,ІУЛ,1,2.0e-05,0.00199
407,ІУМ,1,2.0e-05,0.00199
408,ІУН,1,2.0e-05,0.00199
409,ІУС,1,2.0e-05,0.00199
410,ІУТ,2,4.0e-05,0.00397
411,ІУЦ,2,4.0e-05,0.00397
412,ІУЧ,1,2.0e-05,0.00199
413,ІУЯ,2,4.0e-05,0.00397
414,ІФА,1,2.0e-05,0.00199
415,ІФО,1,2.0e-05,0.00199
416,ІФУ,1,2.0e-05,0.00199
417,ІФЯ,1,2.0e-05,0.00199
418,ІХА,4,8.0e-05,0.00794
419,ІХБ,1,2.0e-05,0.00199
420,ІХВ,3,6.0e-05,0.00596
421,ІХГ,1,2.0e-05,0.00199
422,ІХИ,3,6.0e-05,0.00596
423,ІХН,1,2.0e-05,0.00199
424,ІХО,3,6.0e-05,0.00596
425,ІХП,1,2.0e-05,0.00199
426,ІХС,1,2.0e-05,0.00199
427,ІХТ,6,0.00012,0.01192
428,ІХУ,1,2.0e-05,0.00199
429,ІХЦ,1,2.0e-05,0.00199
430,ІХЧ,1,2.0e-05,0.00199
431,ІЦІ,2,4.0e-05,0.00397
432,ІЦЕ,4,8.0e-05,0.00794
433,ІЦИ,2,4.0e-05,0.00397
434,ІЦН,3,6.0e-05,0.00596
435,ІЦЬ,3,6.0e-05,0.00596
436,ІЦЯ,9,0.00018,0.01787
437,ІЧІ,1,2.0e-05,0.00199
438,ІЧА,4,8.0e-05,0.00794
439,ІЧВ,3,6.0e-05,0.00596
440,ІЧЕ,8,0.00016,0.01589
441,ІЧИ,3,6.0e-05,0.00596
442,ІЧК,5,0.0001,0.00993
443,ІЧН,7,0.00014,0.0139
444,ІЧО,17,0.00034,0.03376
445,ІЧП,4,8.0e-05,0.00794
446,ІЧС,4,8.0e-05,0.00794
447,ІЧУ,3,6.0e-05,0.00596
448,ІЧЧ,1,2.0e-05,0.00199
449,ІЧЩ,1,2.0e-05,0.00199
450,ІШІ,1,2.0e-05,0.00199
451,ІША,1,2.0e-05,0.00199
452,ІШЕ,24,0.00048,0.04766
453,ІШИ,20,0.0004,0.03972
454,ІШК,8,0.00016,0.01589
455,ІШЛ,4,8.0e-05,0.00794
456,ІШМ,2,4.0e-05,0.00397
457,ІШН,5,0.0001,0.00993
458,ІШО,4,8.0e-05,0.00794
459,ІШП,1,2.0e-05,0.00199
460,ІШУ,1,2.0e-05,0.00199
461,ІШЯ,1,2.0e-05,0.00199
462,ІЩЕ,7,0.00014,0.0139
463,ІЩО,20,0.0004,0.03972
464,ІЮІ,1,2.0e-05,0.00199
465,ІЮВ,2,4.0e-05,0.00397
466,ІЮД,1,2.0e-05,0.00199
467,ІЮЗ,1,2.0e-05,0.00199
468,ІЮН,1,2.0e-05,0.00199
469,ІЮП,1,2.0e-05,0.00199
470,ІЮР,1,2.0e-05,0.00199
471,ІЮТ,1,2.0e-05,0.00199
472,ІЮУ,1,2.0e-05,0.00199
473,ІЮЧ,1,2.0e-05,0.00199
474,ІЮЩ,1,2.0e-05,0.00199
475,ІЯІ,1,2.0e-05,0.00199
476,ІЯЇ,1,2.0e-05,0.00199
477,ІЯБ,2,4.0e-05,0.00397
478,ІЯВ,7,0.00014,0.0139
479,ІЯЗ,5,0.0001,0.00993
480,ІЯК,38,0.00075,0.07547
481,ІЯЛ,3,6.0e-05,0.00596
482,ІЯМ,2,4.0e-05,0.00397
483,ІЯН,5,0.0001,0.00993
484,ІЯП,3,6.0e-05,0.00596
485,ІЯС,2,4.0e-05,0.00397
486,ІЯТ,3,6.0e-05,0.00596
487,ІЯЦ,2,4.0e-05,0.00397
488,ІЯЩ,1,2.0e-05,0.00199
489,ЇІМ,1,2.0e-05,0.00199
490,ЇІН,1,2.0e-05,0.00199
491,ЇЇБ,1,2.0e-05,0.00199
492,ЇЇВ,1,2.0e-05,0.00199
493,ЇЇД,1,2.0e-05,0.00199
494,ЇЇЗ,2,4.0e-05,0.00397
495,ЇЇН,1,2.0e-05,0.00199
496,ЇЇП,3,6.0e-05,0.00596
497,ЇЇР,2,4.0e-05,0.00397
498,ЇЇТ,2,4.0e-05,0.00397
499,ЇЇЧ,1,2.0e-05,0.00199
500,ЇАД,1,2.0e-05,0.00199
501,ЇАН,1,2.0e-05,0.00199
502,ЇАТ,1,2.0e-05,0.00199
503,ЇБА,3,6.0e-05,0.00596
504,ЇБУ,2,4.0e-05,0.00397
505,ЇВІ,3,6.0e-05,0.00596
506,ЇВА,1,2.0e-05,0.00199
507,ЇВЕ,1,2.0e-05,0.00199
508,ЇВП,1,2.0e-05,0.00199
509,ЇВС,3,6.0e-05,0.00596
510,ЇГІ,1,2.0e-05,0.00199
511,ЇГО,8,0.00016,0.01589
512,ЇГУ,1,2.0e-05,0.00199
513,ЇДА,1,2.0e-05,0.00199
514,ЇДО,1,2.0e-05,0.00199
515,ЇДУ,1,2.0e-05,0.00199
516,ЇЖД,1,2.0e-05,0.00199
517,ЇЗА,4,8.0e-05,0.00794
518,ЇЗД,10,0.0002,0.01986
519,ЇЗТ,1,2.0e-05,0.00199
520,ЇЗЯ,1,2.0e-05,0.00199
521,ЇЙБ,3,6.0e-05,0.00596
522,ЇЙД,2,4.0e-05,0.00397
523,ЇЙН,1,2.0e-05,0.00199
524,ЇКО,4,8.0e-05,0.00794
525,ЇКР,3,6.0e-05,0.00596
526,ЇКУ,2,4.0e-05,0.00397
527,ЇЛІ,2,4.0e-05,0.00397
528,ЇЛИ,1,2.0e-05,0.00199
529,ЇМІ,2,4.0e-05,0.00397
530,ЇМВ,1,2.0e-05,0.00199
531,ЇМЕ,1,2.0e-05,0.00199
532,ЇМЖ,1,2.0e-05,0.00199
533,ЇМЗ,2,4.0e-05,0.00397
534,ЇМИ,5,0.0001,0.00993
535,ЇМН,2,4.0e-05,0.00397
536,ЇМО,1,2.0e-05,0.00199
537,ЇМП,1,2.0e-05,0.00199
538,ЇМТ,1,2.0e-05,0.00199
539,ЇНА,6,0.00012,0.01192
540,ЇНЕ,1,2.0e-05,0.00199
541,ЇНН,1,2.0e-05,0.00199
542,ЇНО,4,8.0e-05,0.00794
543,ЇНС,1,2.0e-05,0.00199
544,ЇНФ,1,2.0e-05,0.00199
545,ЇОЧ,1,2.0e-05,0.00199
546,ЇПІ,2,4.0e-05,0.00397
547,ЇПЕ,1,2.0e-05,0.00199
548,ЇПО,6,0.00012,0.01192
549,ЇПР,1,2.0e-05,0.00199
550,ЇРА,3,6.0e-05,0.00596
551,ЇРО,7,0.00014,0.0139
552,ЇСА,2,4.0e-05,0.00397
553,ЇСК,3,6.0e-05,0.00596
554,ЇСЛ,1,2.0e-05,0.00199
555,ЇСП,1,2.0e-05,0.00199
556,ЇСУ,1,2.0e-05,0.00199
557,ЇСЬ,2,4.0e-05,0.00397
558,ЇТА,5,0.0001,0.00993
559,ЇТО,1,2.0e-05,0.00199
560,ЇТР,2,4.0e-05,0.00397
561,ЇТЬ,1,2.0e-05,0.00199
562,ЇУВ,1,2.0e-05,0.00199
563,ЇУЯ,1,2.0e-05,0.00199
564,ЇХІ,2,4.0e-05,0.00397
565,ЇХА,2,4.0e-05,0.00397
566,ЇХД,1,2.0e-05,0.00199
567,ЇХЗ,2,4.0e-05,0.00397
568,ЇХК,1,2.0e-05,0.00199
569,ЇХМ,2,4.0e-05,0.00397
570,ЇХН,6,0.00012,0.01192
571,ЇХП,3,6.0e-05,0.00596
572,ЇХР,1,2.0e-05,0.00199
573,ЇХС,1,2.0e-05,0.00199
574,ЇХТ,1,2.0e-05,0.00199
575,ЇЦІ,1,2.0e-05,0.00199
576,ЇЧА,1,2.0e-05,0.00199
577,ЇЧЕ,1,2.0e-05,0.00199
578,ЇЧИ,2,4.0e-05,0.00397
579,ЇЧУ,1,2.0e-05,0.00199
580,ЇШС,1,2.0e-05,0.00199
581,ЇЩО,2,4.0e-05,0.00397
582,ЇЯМ,1,2.0e-05,0.00199
583,ЇЯН,1,2.0e-05,0.00199
584,АЄЄ,1,2.0e-05,0.00199
585,АЄІ,2,4.0e-05,0.00397
586,АЄА,4,8.0e-05,0.00794
587,АЄВ,4,8.0e-05,0.00794
588,АЄГ,1,2.0e-05,0.00199
589,АЄД,3,6.0e-05,0.00596
590,АЄЖ,1,2.0e-05,0.00199
591,АЄЗ,2,4.0e-05,0.00397
592,АЄМ,15,0.0003,0.02979
593,АЄН,7,0.00014,0.0139
594,АЄО,5,0.0001,0.00993
595,АЄП,5,0.0001,0.00993
596,АЄР,2,4.0e-05,0.00397
597,АЄС,3,6.0e-05,0.00596
598,АЄТ,40,0.00079,0.07944
599,АЄУ,1,2.0e-05,0.00199
600,АЄХ,1,2.0e-05,0.00199
601,АЄЧ,2,4.0e-05,0.00397
602,АЄШ,8,0.00016,0.01589
603,АЄЩ,1,2.0e-05,0.00199
604,АІА,1,2.0e-05,0.00199
605,АІВ,1,2.0e-05,0.00199
606,АІЗ,3,6.0e-05,0.00596
607,АІЙ,1,2.0e-05,0.00199
608,АІМ,1,2.0e-05,0.00199
609,АІН,3,6.0e-05,0.00596
610,АІП,3,6.0e-05,0.00596
611,АІР,2,4.0e-05,0.00397
612,АІС,3,6.0e-05,0.00596
613,АІТ,1,2.0e-05,0.00199
614,АІХ,1,2.0e-05,0.00199
615,АІЩ,2,4.0e-05,0.00397
616,АІЯ,1,2.0e-05,0.00199
617,АЇВ,1,2.0e-05,0.00199
618,АЇЗ,10,0.0002,0.01986
619,АЇН,2,4.0e-05,0.00397
620,ААБ,4,8.0e-05,0.00794
621,ААВ,2,4.0e-05,0.00397
622,ААД,5,0.0001,0.00993
623,ААЛ,6,0.00012,0.01192
624,ААН,6,0.00012,0.01192
625,ААП,2,4.0e-05,0.00397
626,ААТ,1,2.0e-05,0.00199
627,ААХ,1,2.0e-05,0.00199
628,ААЩ,1,2.0e-05,0.00199
629,ААЯ,1,2.0e-05,0.00199
630,АБІ,3,6.0e-05,0.00596
631,АБА,13,0.00026,0.02582
632,АБД,2,4.0e-05,0.00397
633,АБЕ,4,8.0e-05,0.00794
634,АБЗ,1,2.0e-05,0.00199
635,АБИ,13,0.00026,0.02582
636,АБЛ,3,6.0e-05,0.00596
637,АБН,2,4.0e-05,0.00397
638,АБО,12,0.00024,0.02383
