№,Символ,Кільк.,Імовірність,%
85,ІРЕ,1,0.00025,0.02521
86,ІРК,4,0.00101,0.10086
87,ІРН,1,0.00025,0.02521
88,ІРО,2,0.0005,0.05043
89,ІСА,18,0.00454,0.45386
90,ІСЛ,4,0.00101,0.10086
91,ІСН,2,0.0005,0.05043
92,ІСО,1,0.00025,0.02521
93,ІСП,1,0.00025,0.02521
94,ІСУ,1,0.00025,0.02521
95,ІСХ,1,0.00025,0.02521
96,ІТА,2,0.0005,0.05043
97,ІТЕ,2,0.0005,0.05043
98,ІТЗ,1,0.00025,0.02521
99,ІТИ,4,0.00101,0.10086
100,ІТЛ,1,0.00025,0.02521
101,ІТО,2,0.0005,0.05043
102,ІТР,2,0.0005,0.05043
103,ІТУ,1,0.00025,0.02521
104,ІТХ,1,0.00025,0.02521
105,ІТЬ,3,0.00076,0.07564
106,ІХА,1,0.00025,0.02521
107,ІХМ,1,0.00025,0.02521
108,ІХО,1,0.00025,0.02521
109,ІХТ,1,0.00025,0.02521
110,ІЦІ,2,0.0005,0.05043
111,ІЦЕ,1,0.00025,0.02521
112,ІЧЕ,1,0.00025,0.02521
113,ІШВ,1,0.00025,0.02521
114,ІШЕ,1,0.00025,0.02521
115,ІШИ,2,0.0005,0.05043
116,ІШК,1,0.00025,0.02521
117,ІЩЕ,1,0.00025,0.02521
118,ІЯТ,1,0.00025,0.02521
119,ІЯЧ,1,0.00025,0.02521
120,ЇЇБ,1,0.00025,0.02521
121,ЇЇВ,1,0.00025,0.02521
122,ЇЇН,2,0.0005,0.05043
123,ЇЇС,1,0.00025,0.02521
124,ЇБУ,1,0.00025,0.02521
125,ЇВУ,3,0.00076,0.07564
126,ЇДЯ,4,0.00101,0.10086
127,ЇЙБ,1,0.00025,0.02521
128,ЇЙЗ,1,0.00025,0.02521
129,ЇЙК,1,0.00025,0.02521
130,ЇЙН,1,0.00025,0.02521
131,ЇЙП,1,0.00025,0.02521
132,ЇКИ,1,0.00025,0.02521
133,ЇЛА,1,0.00025,0.02521
134,ЇМИ,1,0.00025,0.02521
135,ЇНА,1,0.00025,0.02521
136,ЇНЕ,1,0.00025,0.02521
137,ЇНУ,1,0.00025,0.02521
138,ЇПР,1,0.00025,0.02521
139,ЇСЕ,1,0.00025,0.02521
140,ЇХТ,1,0.00025,0.02521
141,АЄА,1,0.00025,0.02521
142,АЄП,1,0.00025,0.02521
143,АЄТ,1,0.00025,0.02521
144,АЄШ,1,0.00025,0.02521
145,АЄЩ,1,0.00025,0.02521
146,АЇЇ,1,0.00025,0.02521
147,АЇН,1,0.00025,0.02521
148,ААЖ,1,0.00025,0.02521
149,ААЛ,5,0.00126,0.12607
150,АБА,4,0.00101,0.10086
151,АБЕ,2,0.0005,0.05043
152,АБИ,2,0.0005,0.05043
153,АБТ,1,0.00025,0.02521
154,АБУ,8,0.00202,0.20171
155,АБЯ,1,0.00025,0.02521
156,АВІ,4,0.00101,0.10086
157,АВА,5,0.00126,0.12607
158,АВГ,1,0.00025,0.02521
159,АВД,1,0.00025,0.02521
160,АВЖ,2,0.0005,0.05043
161,АВЗ,3,0.00076,0.07564
162,АВИ,3,0.00076,0.07564
163,АВН,1,0.00025,0.02521
164,АВО,7,0.00177,0.1765
165,АВС,3,0.00076,0.07564
166,АВТ,1,0.00025,0.02521
167,АВШ,1,0.00025,0.02521
168,АГА,3,0.00076,0.07564
169,АГЛ,1,0.00025,0.02521
170,АГО,3,0.00076,0.07564
171,АГР,2,0.0005,0.05043
172,АГУ,1,0.00025,0.02521
173,АДІ,1,0.00025,0.02521
174,АДА,4,0.00101,0.10086
175,АДИ,4,0.00101,0.10086
176,АДО,1,0.00025,0.02521
177,АДУ,1,0.00025,0.02521
178,АЕН,1,0.00025,0.02521
179,АЖА,1,0.00025,0.02521
180,АЖН,1,0.00025,0.02521
181,АЖТ,2,0.0005,0.05043
182,АЗІ,1,0.00025,0.02521
183,АЗЇ,1,0.00025,0.02521
184,АЗА,4,0.00101,0.10086
185,АЗБ,1,0.00025,0.02521
186,АЗГ,1,0.00025,0.02521
187,АЗЕ,1,0.00025,0.02521
188,АЗИ,1,0.00025,0.02521
189,АЗН,2,0.0005,0.05043
190,АЗР,2,0.0005,0.05043
191,АЙД,3,0.00076,0.07564
192,АЙЗ,2,0.0005,0.05043
193,АЙК,1,0.00025,0.02521
194,АЙН,3,0.00076,0.07564
195,АЙП,2,0.0005,0.05043
196,АЙС,3,0.00076,0.07564
197,АЙШ,2,0.0005,0.05043
198,АКІ,3,0.00076,0.07564
199,АКА,1,0.00025,0.02521
200,АКГ,1,0.00025,0.02521
201,АКД,1,0.00025,0.02521
202,АКЕ,2,0.0005,0.05043
203,АКЗ,2,0.0005,0.05043
204,АКИ,3,0.00076,0.07564
205,АКН,2,0.0005,0.05043
206,АКО,4,0.00101,0.10086
207,АКП,1,0.00025,0.02521
208,АКР,3,0.00076,0.07564
209,АКТ,1,0.00025,0.02521
210,АКУ,2,0.0005,0.05043
211,АЛІ,23,0.0058,0.57993
212,АЛА,15,0.00378,0.37821
213,АЛЕ,10,0.00252,0.25214
214,АЛО,5,0.00126,0.12607
215,АЛЬ,1,0.00025,0.02521
216,АЛЮ,3,0.00076,0.07564
217,АЛЯ,1,0.00025,0.02521
218,АМІ,1,0.00025,0.02521
219,АМА,1,0.00025,0.02521
220,АМБ,1,0.00025,0.02521
221,АМВ,1,0.00025,0.02521
222,АМЕ,1,0.00025,0.02521
223,АМИ,1,0.00025,0.02521
224,АМН,1,0.00025,0.02521
225,АМО,1,0.00025,0.02521
226,АМП,1,0.00025,0.02521
227,АМС,1,0.00025,0.02521
228,АМУ,1,0.00025,0.02521
229,АНІ,3,0.00076,0.07564
230,АНА,5,0.00126,0.12607
231,АНД,1,0.00025,0.02521
232,АНЕ,3,0.00076,0.07564
233,АНИ,3,0.00076,0.07564
234,АНН,4,0.00101,0.10086
235,АНО,5,0.00126,0.12607
236,АНС,2,0.0005,0.05043
237,АНТ,1,0.00025,0.02521
238,АНУ,2,0.0005,0.05043
239,АНЧ,1,0.00025,0.02521
240,АНЬ,1,0.00025,0.02521
241,АОВ,1,0.00025,0.02521
242,АОГ,1,0.00025,0.02521
243,АОД,1,0.00025,0.02521
244,АОП,2,0.0005,0.05043
245,АПІ,2,0.0005,0.05043
246,АПА,2,0.0005,0.05043
247,АПЕ,1,0.00025,0.02521
248,АПИ,6,0.00151,0.15129
249,АПЛ,1,0.00025,0.02521
250,АПО,4,0.00101,0.10086
251,АПР,4,0.00101,0.10086
252,АПТ,1,0.00025,0.02521
253,АРІ,3,0.00076,0.07564
254,АРА,4,0.00101,0.10086
255,АРВ,1,0.00025,0.02521
256,АРЕ,1,0.00025,0.02521
257,АРИ,1,0.00025,0.02521
258,АРО,1,0.00025,0.02521
259,АРТ,2,0.0005,0.05043
260,АСЕ,1,0.00025,0.02521
261,АСИ,5,0.00126,0.12607
262,АСК,3,0.00076,0.07564
263,АСЛ,1,0.00025,0.02521
264,АСО,2,0.0005,0.05043
265,АСП,2,0.0005,0.05043
266,АСТ,2,0.0005,0.05043
267,АСУ,1,0.00025,0.02521
268,АСХ,1,0.00025,0.02521
269,АСЬ,3,0.00076,0.07564
270,АСЯ,11,0.00277,0.27736
271,АТА,2,0.0005,0.05043
272,АТЕ,1,0.00025,0.02521
273,АТИ,15,0.00378,0.37821
274,АТО,3,0.00076,0.07564
275,АТЬ,1,0.00025,0.02521
276,АТЯ,1,0.00025,0.02521
277,АУР,2,0.0005,0.05043
278,АУС,1,0.00025,0.02521
279,АУЯ,2,0.0005,0.05043
280,АХВ,1,0.00025,0.02521
281,АХИ,1,0.00025,0.02521
282,АХО,2,0.0005,0.05043
283,АХУ,2,0.0005,0.05043
284,АЦЕ,1,0.00025,0.02521
285,АЦЬ,2,0.0005,0.05043
286,АЧІ,1,0.00025,0.02521
287,АЧИ,2,0.0005,0.05043
288,АЧП,1,0.00025,0.02521
289,АЧУ,1,0.00025,0.02521
290,АШВ,1,0.00025,0.02521
291,АШН,1,0.00025,0.02521
292,АЩА,2,0.0005,0.05043
293,АЩЕ,1,0.00025,0.02521
294,АЩО,6,0.00151,0.15129
295,АЮТ,1,0.00025,0.02521
296,АЮЧ,1,0.00025,0.02521
297,АЯК,2,0.0005,0.05043
298,АЯТ,1,0.00025,0.02521
299,АЯХ,1,0.00025,0.02521
300,БЄК,1,0.00025,0.02521
301,БІД,1,0.00025,0.02521
302,БІЗ,2,0.0005,0.05043
303,БІЛ,2,0.0005,0.05043
304,БІП,2,0.0005,0.05043
305,БІР,1,0.00025,0.02521
306,БАВ,1,0.00025,0.02521
307,БАГ,1,0.00025,0.02521
308,БАЙ,1,0.00025,0.02521
309,БАН,1,0.00025,0.02521
310,БАР,1,0.00025,0.02521
311,БАЧ,2,0.0005,0.05043
312,ББА,1,0.00025,0.02521
313,БЕЗ,5,0.00126,0.12607
314,БЕР,1,0.00025,0.02521
315,БЕЩ,1,0.00025,0.02521
316,БИВ,2,0.0005,0.05043
317,БИЖ,1,0.00025,0.02521
318,БИЛ,1,0.00025,0.02521
319,БИП,1,0.00025,0.02521
320,БИР,1,0.00025,0.02521
321,БИТ,1,0.00025,0.02521
322,БИЯ,1,0.00025,0.02521
323,БКР,1,0.00025,0.02521
324,БЛИ,2,0.0005,0.05043
325,БЛЮ,1,0.00025,0.02521
326,БОД,1,0.00025,0.02521
327,БОК,4,0.00101,0.10086
328,БОН,2,0.0005,0.05043
329,БОС,1,0.00025,0.02521
330,БОТ,1,0.00025,0.02521
331,БОЧ,1,0.00025,0.02521
332,БОЮ,1,0.00025,0.02521
333,БРА,3,0.00076,0.07564
334,БРЕ,1,0.00025,0.02521
335,БРО,1,0.00025,0.02521
336,БТІ,1,0.00025,0.02521
337,БТА,1,0.00025,0.02521
338,БУБ,2,0.0005,0.05043
339,БУВ,4,0.00101,0.10086
340,БУД,5,0.00126,0.12607
341,БУЛ,10,0.00252,0.25214
342,БУТ,3,0.00076,0.07564
343,БЯК,1,0.00025,0.02521
344,ВІГ,1,0.00025,0.02521
345,ВІД,6,0.00151,0.15129
346,ВІЗ,2,0.0005,0.05043
347,ВІК,2,0.0005,0.05043
348,ВІЛ,1,0.00025,0.02521
349,ВІН,4,0.00101,0.10086
350,ВІС,1,0.00025,0.02521
351,ВІТ,8,0.00202,0.20171
352,ВІШ,1,0.00025,0.02521
353,ВАВ,1,0.00025,0.02521
354,ВАД,1,0.00025,0.02521
355,ВАЖ,1,0.00025,0.02521
356,ВАЗ,2,0.0005,0.05043
357,ВАЙ,2,0.0005,0.05043
358,ВАЛ,9,0.00227,0.22693
359,ВАН,1,0.00025,0.02521
360,ВАР,2,0.0005,0.05043
361,ВАТ,7,0.00177,0.1765
362,ВАЧ,1,0.00025,0.02521
363,ВБЄ,1,0.00025,0.02521
364,ВБО,1,0.00025,0.02521
365,ВВА,1,0.00025,0.02521
366,ВГИ,1,0.00025,0.02521
367,ВГЛ,1,0.00025,0.02521
368,ВГО,5,0.00126,0.12607
369,ВДА,1,0.00025,0.02521
370,ВДО,3,0.00076,0.07564
371,ВЕВ,1,0.00025,0.02521
372,ВЕД,1,0.00025,0.02521
373,ВЕЛ,3,0.00076,0.07564
374,ВЕР,7,0.00177,0.1765
375,ВЖЕ,3,0.00076,0.07564
376,ВЗІ,1,0.00025,0.02521
377,ВЗВ,1,0.00025,0.02521
378,ВЗД,1,0.00025,0.02521
379,ВЗМ,1,0.00025,0.02521
380,ВЗН,1,0.00025,0.02521
381,ВЗО,2,0.0005,0.05043
382,ВЗЯ,1,0.00025,0.02521
383,ВИБ,2,0.0005,0.05043
384,ВИГ,1,0.00025,0.02521
385,ВИД,4,0.00101,0.10086
386,ВИЙ,1,0.00025,0.02521
387,ВИК,1,0.00025,0.02521
388,ВИЛ,2,0.0005,0.05043
389,ВИМ,1,0.00025,0.02521
390,ВИН,1,0.00025,0.02521
391,ВИС,2,0.0005,0.05043
392,ВИТ,2,0.0005,0.05043
393,ВИХ,2,0.0005,0.05043
394,ВИЧ,1,0.00025,0.02521
395,ВИЯ,1,0.00025,0.02521
396,ВКО,2,0.0005,0.05043
397,ВКР,2,0.0005,0.05043
398,ВЛЕ,1,0.00025,0.02521
399,ВЛЯ,1,0.00025,0.02521
400,ВНІ,1,0.00025,0.02521
401,ВНЕ,1,0.00025,0.02521
402,ВНИ,1,0.00025,0.02521
403,ВНЬ,1,0.00025,0.02521
404,ВОД,1,0.00025,0.02521
405,ВОЗ,1,0.00025,0.02521
406,ВОК,1,0.00025,0.02521
407,ВОЛ,1,0.00025,0.02521
408,ВОН,17,0.00429,0.42864
409,ВОП,2,0.0005,0.05043
410,ВОР,1,0.00025,0.02521
411,ВОС,2,0.0005,0.05043
412,ВОУ,1,0.00025,0.02521
413,ВОЮ,1,0.00025,0.02521
414,ВПА,1,0.00025,0.02521
415,ВПР,1,0.00025,0.02521
416,ВРА,1,0.00025,0.02521
417,ВСІ,2,0.0005,0.05043
418,ВСЕ,2,0.0005,0.05043
419,ВСК,1,0.00025,0.02521
420,ВСТ,4,0.00101,0.10086
421,ВСЯ,2,0.0005,0.05043
422,ВТІ,1,0.00025,0.02521
423,ВТА,2,0.0005,0.05043
424,ВТЕ,1,0.00025,0.02521
425,ВТУ,2,0.0005,0.05043
426,ВУВ,3,0.00076,0.07564
427,ВУД,1,0.00025,0.02521
428,ВУЗ,2,0.0005,0.05043
429,ВУС,1,0.00025,0.02521
430,ВУХ,1,0.00025,0.02521
431,ВУШ,1,0.00025,0.02521
432,ВУЮ,1,0.00025,0.02521
433,ВЦИ,1,0.00025,0.02521
434,ВЧА,1,0.00025,0.02521
435,ВЧЕ,1,0.00025,0.02521
436,ВЧИ,1,0.00025,0.02521
437,ВЧО,1,0.00025,0.02521
438,ВШИ,2,0.0005,0.05043
439,ВЩЕ,1,0.00025,0.02521
440,ВЯА,1,0.00025,0.02521
441,ВЯК,1,0.00025,0.02521
442,ГІН,1,0.00025,0.02521
443,ГАД,1,0.00025,0.02521
444,ГАЛ,1,0.00025,0.02521
445,ГАТ,2,0.0005,0.05043
446,ГАЯ,1,0.00025,0.02521
447,ГЗА,1,0.00025,0.02521
448,ГИЗ,1,0.00025,0.02521
449,ГИЙ,1,0.00025,0.02521
450,ГИП,1,0.00025,0.02521
451,ГЛА,3,0.00076,0.07564
452,ГЛИ,3,0.00076,0.07564
453,ГЛЯ,2,0.0005,0.05043
454,ГОБ,2,0.0005,0.05043
455,ГОВ,3,0.00076,0.07564
456,ГОД,7,0.00177,0.1765
457,ГОК,1,0.00025,0.02521
458,ГОЛ,6,0.00151,0.15129
459,ГОМ,2,0.0005,0.05043
460,ГОН,1,0.00025,0.02521
461,ГОП,2,0.0005,0.05043
462,ГОР,1,0.00025,0.02521
463,ГОС,2,0.0005,0.05043
464,ГОТ,3,0.00076,0.07564
465,ГОХ,1,0.00025,0.02521
466,ГОЩ,1,0.00025,0.02521
467,ГОЮ,2,0.0005,0.05043
468,ГРУ,2,0.0005,0.05043
469,ГУВ,1,0.00025,0.02521
470,ГУГ,1,0.00025,0.02521
471,ГУЛ,3,0.00076,0.07564
472,ГУП,1,0.00025,0.02521
473,ДІВ,2,0.0005,0.05043
474,ДІЗ,2,0.0005,0.05043
475,ДІЙ,1,0.00025,0.02521
476,ДІЛ,3,0.00076,0.07564
477,ДІН,7,0.00177,0.1765
478,ДІП,1,0.00025,0.02521
479,ДІЯ,1,0.00025,0.02521
480,ДАЄ,2,0.0005,0.05043
481,ДАВ,2,0.0005,0.05043
482,ДАЛ,5,0.00126,0.12607
483,ДАТ,2,0.0005,0.05043
484,ДАХ,2,0.0005,0.05043
485,ДАЩ,1,0.00025,0.02521
486,ДВІ,1,0.00025,0.02521
487,ДВА,1,0.00025,0.02521
488,ДВЕ,3,0.00076,0.07564
489,ДДА,1,0.00025,0.02521
490,ДЕД,1,0.00025,0.02521
491,ДЕЗ,1,0.00025,0.02521
492,ДЕЙ,1,0.00025,0.02521
493,ДЕК,2,0.0005,0.05043
494,ДЕН,2,0.0005,0.05043
495,ДЕС,3,0.00076,0.07564
496,ДЕТ,1,0.00025,0.02521
497,ДЕЧ,1,0.00025,0.02521
498,ДЖИ,1,0.00025,0.02521
499,ДИВ,5,0.00126,0.12607
500,ДИЛ,2,0.0005,0.05043
501,ДИН,5,0.00126,0.12607
502,ДИТ,3,0.00076,0.07564
503,ДИЧ,2,0.0005,0.05043
504,ДКО,1,0.00025,0.02521
505,ДЛЮ,1,0.00025,0.02521
506,ДНІ,5,0.00126,0.12607
507,ДНО,5,0.00126,0.12607
508,ДНУ,1,0.00025,0.02521
509,ДОБ,3,0.00076,0.07564
510,ДОВ,6,0.00151,0.15129
511,ДОГ,2,0.0005,0.05043
512,ДОК,1,0.00025,0.02521
513,ДОМ,3,0.00076,0.07564
514,ДОН,2,0.0005,0.05043
515,ДОР,5,0.00126,0.12607
516,ДОС,1,0.00025,0.02521
517,ДОЦ,1,0.00025,0.02521
518,ДОЧ,1,0.00025,0.02521
519,ДОЮ,1,0.00025,0.02521
520,ДПО,1,0.00025,0.02521
521,ДПР,1,0.00025,0.02521
522,ДРІ,2,0.0005,0.05043
523,ДРИ,1,0.00025,0.02521
524,ДРУ,1,0.00025,0.02521
525,ДСИ,1,0.00025,0.02521
526,ДТИ,1,0.00025,0.02521
527,ДУВ,3,0.00076,0.07564
528,ДУЖ,1,0.00025,0.02521
529,ДУМ,4,0.00101,0.10086
530,ДУЮ,1,0.00025,0.02521
531,ДЧУ,1,0.00025,0.02521
532,ДЬГ,1,0.00025,0.02521
533,ДЯЗ,3,0.00076,0.07564
534,ДЯТ,6,0.00151,0.15129
535,ДЯЧ,1,0.00025,0.02521
536,ЕЇЙ,1,0.00025,0.02521
537,ЕЇП,1,0.00025,0.02521
538,ЕАБ,1,0.00025,0.02521
539,ЕАВ,1,0.00025,0.02521
540,ЕАЛ,1,0.00025,0.02521
541,ЕБЕ,1,0.00025,0.02521
542,ЕБР,1,0.00025,0.02521
543,ЕБУ,1,0.00025,0.02521
544,ЕВІ,1,0.00025,0.02521
545,ЕВА,1,0.00025,0.02521
546,ЕВБ,1,0.00025,0.02521
547,ЕВЕ,4,0.00101,0.10086
548,ЕВИ,2,0.0005,0.05043
549,ЕВО,1,0.00025,0.02521
550,ЕВР,1,0.00025,0.02521
551,ЕВС,3,0.00076,0.07564
552,ЕВЯ,1,0.00025,0.02521
553,ЕГО,1,0.00025,0.02521
554,ЕДІ,1,0.00025,0.02521
555,ЕДА,2,0.0005,0.05043
556,ЕДЕ,3,0.00076,0.07564
557,ЕДИ,2,0.0005,0.05043
558,ЕДЛ,1,0.00025,0.02521
559,ЕДН,1,0.00025,0.02521
560,ЕДО,1,0.00025,0.02521
561,ЕДУ,1,0.00025,0.02521
562,ЕЖБ,1,0.00025,0.02521
563,ЕЖН,1,0.00025,0.02521
564,ЕЖП,1,0.00025,0.02521
565,ЕЗІ,2,0.0005,0.05043
566,ЕЗА,4,0.00101,0.10086
567,ЕЗВ,1,0.00025,0.02521
568,ЕЗД,2,0.0005,0.05043
569,ЕЗК,1,0.00025,0.02521
570,ЕЗМ,2,0.0005,0.05043
571,ЕЗН,2,0.0005,0.05043
572,ЕЗЧ,1,0.00025,0.02521
573,ЕЗЯ,1,0.00025,0.02521
574,ЕЙА,1,0.00025,0.02521
575,ЕЙД,1,0.00025,0.02521
576,ЕЙП,1,0.00025,0.02521
577,ЕЙЩ,1,0.00025,0.02521
578,ЕКІ,1,0.00025,0.02521
579,ЕКО,1,0.00025,0.02521
580,ЕКР,1,0.00025,0.02521
581,ЕКУ,3,0.00076,0.07564
582,ЕЛІ,1,0.00025,0.02521
583,ЕЛА,3,0.00076,0.07564
584,ЕЛИ,2,0.0005,0.05043
585,ЕЛЬ,2,0.0005,0.05043
586,ЕМА,2,0.0005,0.05043
587,ЕМЛ,1,0.00025,0.02521
588,ЕМН,1,0.00025,0.02521
589,ЕМО,4,0.00101,0.10086
590,ЕМР,1,0.00025,0.02521
591,ЕМТ,1,0.00025,0.02521
592,ЕНІ,3,0.00076,0.07564
593,ЕНА,4,0.00101,0.10086
594,ЕНЕ,4,0.00101,0.10086
595,ЕНИ,1,0.00025,0.02521
596,ЕНН,4,0.00101,0.10086
597,ЕНО,2,0.0005,0.05043
598,ЕНТ,1,0.00025,0.02521
599,ЕНЬ,7,0.00177,0.1765
600,ЕОД,1,0.00025,0.02521
601,ЕОП,1,0.00025,0.02521
602,ЕПІ,1,0.00025,0.02521
603,ЕПЕ,2,0.0005,0.05043
604,ЕПИ,1,0.00025,0.02521
605,ЕПО,3,0.00076,0.07564
606,ЕПР,2,0.0005,0.05043
607,ЕРІ,1,0.00025,0.02521
608,ЕРА,2,0.0005,0.05043
609,ЕРЕ,6,0.00151,0.15129
610,ЕРЙ,1,0.00025,0.02521
611,ЕРН,2,0.0005,0.05043
612,ЕРП,1,0.00025,0.02521
613,ЕРС,1,0.00025,0.02521
614,ЕРТ,1,0.00025,0.02521
615,ЕРШ,1,0.00025,0.02521
616,ЕРЯ,1,0.00025,0.02521
617,ЕСТ,4,0.00101,0.10086
618,ЕСУ,1,0.00025,0.02521
619,ЕСЬ,2,0.0005,0.05043
620,ЕТІ,2,0.0005,0.05043
621,ЕТА,2,0.0005,0.05043
622,ЕТО,2,0.0005,0.05043
623,ЕТР,1,0.00025,0.02521
624,ЕТЬ,1,0.00025,0.02521
625,ЕЦІ,1,0.00025,0.02521
626,ЕЧИ,2,0.0005,0.05043
627,ЕЧК,1,0.00025,0.02521
628,ЕЧН,1,0.00025,0.02521
629,ЕЧУ,1,0.00025,0.02521
630,ЕШИ,1,0.00025,0.02521
631,ЕЩО,1,0.00025,0.02521
632,ЕЮІ,1,0.00025,0.02521
633,ЕЯЗ,1,0.00025,0.02521
634,ЕЯК,1,0.00025,0.02521
635,ЖАЛ,3,0.00076,0.07564
636,ЖБО,1,0.00025,0.02521
637,ЖБУ,1,0.00025,0.02521
638,ЖЕЇ,1,0.00025,0.02521
639,ЖЕБ,1,0.00025,0.02521
640,ЖЕВ,1,0.00025,0.02521
641,ЖЕД,1,0.00025,0.02521
642,ЖЕЗ,2,0.0005,0.05043
643,ЖЕЙ,1,0.00025,0.02521
644,ЖЕП,1,0.00025,0.02521
645,ЖЕЯ,1,0.00025,0.02521
646,ЖИВ,1,0.00025,0.02521
647,ЖКА,1,0.00025,0.02521
648,ЖКИ,1,0.00025,0.02521
649,ЖКО,2,0.0005,0.05043
650,ЖЛИ,1,0.00025,0.02521
651,ЖНА,1,0.00025,0.02521
652,ЖНЕ,1,0.00025,0.02521
653,ЖНО,2,0.0005,0.05043
654,ЖНЯ,1,0.00025,0.02521
655,ЖПО,1,0.00025,0.02521
656,ЖТР,1,0.00025,0.02521
657,ЖТУ,1,0.00025,0.02521
658,ЖУХ,1,0.00025,0.02521
659,ЗІБ,1,0.00025,0.02521
660,ЗІВ,2,0.0005,0.05043
661,ЗІМ,1,0.00025,0.02521
662,ЗІС,1,0.00025,0.02521
663,ЗІТ,1,0.00025,0.02521
664,ЗЇЇ,1,0.00025,0.02521
665,ЗАБ,3,0.00076,0.07564
666,ЗАВ,3,0.00076,0.07564
667,ЗАГ,1,0.00025,0.02521
668,ЗАЗ,1,0.00025,0.02521
669,ЗАК,3,0.00076,0.07564
670,ЗАМ,1,0.00025,0.02521
671,ЗАН,3,0.00076,0.07564
672,ЗАП,3,0.00076,0.07564
673,ЗАР,4,0.00101,0.10086
674,ЗАТ,1,0.00025,0.02521
675,ЗАХ,1,0.00025,0.02521
676,ЗБУ,1,0.00025,0.02521
677,ЗВІ,3,0.00076,0.07564
678,ЗВЕ,2,0.0005,0.05043
679,ЗВИ,1,0.00025,0.02521
680,ЗГА,1,0.00025,0.02521
681,ЗГО,3,0.00076,0.07564
682,ЗГУ,1,0.00025,0.02521
683,ЗДІ,2,0.0005,0.05043
684,ЗДА,3,0.00076,0.07564
685,ЗДИ,1,0.00025,0.02521
686,ЗДО,2,0.0005,0.05043
687,ЗЕЛ,1,0.00025,0.02521
688,ЗЕМ,1,0.00025,0.02521
689,ЗЗИ,1,0.00025,0.02521
690,ЗЗН,1,0.00025,0.02521
691,ЗИР,3,0.00076,0.07564
692,ЗКІ,1,0.00025,0.02521
693,ЗЛИ,1,0.00025,0.02521
694,ЗМІ,1,0.00025,0.02521
